Request Id,prefill_e2e_time_normalized
5,0.00014780433638319148
6,0.00017808482271987748
11,0.00044113971932108095
4,0.00026701723691741275
15,0.0020805640975476163
1,5.0135331436980095e-05
2,8.412723542028543e-05
7,9.449167514175897e-05
9,0.0004023482704314404
16,0.0016949334695250246
8,0.00014054040357592027
25,0.0014595576163590187
14,0.006319188240809254
27,0.01718310555366787
12,0.00018078804728392168
17,0.011741732220245651
10,0.0003032152831447045
3,0.00010038203392102891
29,0.003565465969336781
34,0.003150152658076897
20,0.0011505389590337727
18,0.001314852618535719
13,0.0023494116739386124
21,0.0007979742568089957
37,0.011479399234140727
26,0.000579656289753899
23,0.0033528650308018927
22,0.003305389417458951
35,0.0011636265278059687
33,0.006664513702176863
32,0.0018034248212526465
46,0.0017177225893607675
38,0.01983424823573591
42,0.002269152450345649
45,0.003359792854784454
43,0.0026680299994945294
44,0.021337039108684168
30,0.0025868872291224315
36,0.0018726373046771777
31,0.014086411924674502
48,0.02519774918878185
19,0.0008913649727719313
58,0.00871258070401171
49,0.006047639271780888
24,0.001863117297234066
53,0.004359685427819397
40,0.012674862273610438
28,0.004377502118594222
39,0.00781499009260475
50,0.0015486512058596532
57,0.004020805845589372
41,0.013402536320148248
64,0.03444137586962124
47,0.005051028957432628
68,0.0021746734884255246
52,0.005088171181658298
65,0.0024630253466034874
66,0.01348187755142556
55,0.0026963721771755067
59,0.016319824272364412
74,0.0020842958117664443
51,0.0010424575931583457
56,0.001623557620211046
62,0.005676669857190063
60,0.03232889100064566
54,0.001735330967964525
72,0.004209086668903153
67,0.01576305544531892
61,0.003256966402396034
80,0.04337039097144136
71,0.0059382555741533585
63,0.0033818412112460033
70,0.005838489359910847
85,0.007852076809700776
76,0.001626124607269602
75,0.0216313364190913
77,0.031039089854226588
69,0.008047406400299939
89,0.006485521605325468
78,0.0032855893673354912
73,0.001921073226058566
84,0.0036381386149160833
87,0.013417426882186383
79,0.0017880290254681814
83,0.004874665231033911
95,0.004498843350294814
81,0.00393878111025223
82,0.006655630457604916
86,0.006011396563149654
90,0.005107634146669326
93,0.0036225603327559083
120,0.0011803562007729773
